,DIVISION,TYPEHUQ,KOWNRENT,YEARMADERANGE,SQFTEST,KWH,BTUNG,TOTALBTUSPH,KWHCOL,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh,YRCONC,Source
90,3,5,2,4,1400,10916.67,89692.38,21909.96,1734.05,130.0642,202.1020042331403,83.93293465842254,49.36926446447216,13.332262067502048,1,RECS
91,8,2,1,4,4740,18927.41,113491.08,113491.08,5832.59,440.36021999999997,75.53121920658502,42.981652611582405,75.53121920658502,13.245042887843049,1,RECS
92,1,2,1,1,1800,18049.34,0.0,34413.98,0.0,167.2254,0.0,107.93420138328268,60.31224642057966,0.0,0,RECS
93,7,2,2,7,750,11974.77,0.0,16579.19,2211.25,69.67725,0.0,171.86054271659688,69.73409244035894,31.735609542569488,3,RECS
94,5,2,1,5,2300,13181.71,0.0,19012.44,0.0,213.6769,0.0,61.68991594318337,26.076729881610973,0.0,2,RECS
95,3,2,1,4,900,10895.27,35012.18,27950.43,0.0,83.6127,122.72124455710677,130.30640082188472,97.96909405544852,0.0,1,RECS
96,5,2,1,7,1440,8789.08,0.0,6056.3,778.98,133.78032,0.0,65.69785451253219,13.267466375472868,5.822829546229221,3,RECS
97,7,2,1,1,1600,12889.92,105993.58,74306.24,4954.65,148.6448,208.979019004903,86.71625243533578,146.50363862738558,33.33214481771309,0,RECS
98,8,2,1,6,1500,16199.78,90679.96,27908.48,6746.71,139.3545,190.7054781665465,116.24870384522926,58.69323302857102,48.414008876641944,2,RECS
99,3,5,2,4,750,24238.61,0.0,27160.01,649.7,69.67725,0.0,347.86978533165416,114.23831007552681,9.324420811670954,1,RECS
100,9,2,1,6,3170,12438.0,60543.12,48473.0,3196.45,294.50251,60.24883360593431,42.233935459497445,48.23738372552411,10.853727528502219,2,RECS
101,6,2,1,6,3430,9022.24,113769.08,91979.6,1730.52,318.65729,104.63409779415372,28.31330172926532,84.59418377530294,5.430661887572069,2,RECS
102,2,2,1,1,1350,5765.34,0.0,53420.59,0.0,125.41905,0.0,45.96861481569188,124.82972667939998,0.0,0,RECS
103,5,2,1,6,1460,3910.15,24086.19,11580.13,425.75,135.63838,52.04252505441306,28.82775509409652,25.020943771445808,3.138860844548571,2,RECS
104,3,2,1,2,1330,4577.45,0.0,122997.64,891.83,123.56099,0.0,37.046077406793195,291.7348052361834,7.217731097816552,0,RECS
105,1,2,1,6,2200,4599.93,0.0,69133.82,840.33,204.3866,0.0,22.506025346084336,99.13134110171609,4.111473061345509,2,RECS
106,4,2,1,8,6370,10247.15,113778.27,94711.86,3050.65,591.79211,56.345988403208025,17.315455591322433,46.90380127247726,5.154935235618468,3,RECS
107,5,2,1,7,1950,29380.28,0.0,4008.04,8676.43,181.16085,0.0,162.17786569228394,6.483963233998957,47.89351562437469,3,RECS
108,5,5,2,6,1200,8753.99,23040.49,2706.53,2798.13,111.4836,60.569442005730004,78.52267059908364,7.114996767506612,25.09902801847088,2,RECS
109,9,1,1,4,1150,4016.32,17002.49,2192.74,0.0,106.83845,46.639919867706816,37.59245852031736,6.014955332466917,0.0,1,RECS
110,5,3,2,2,860,12043.75,0.0,0.0,1979.31,79.89658,0.0,150.7417463926491,0.0,24.77340081390217,0,RECS
111,7,2,1,1,1200,20462.57,49965.28,30696.56,8116.9,111.4836,131.35003332221063,183.54780434072813,80.69591882357585,72.8080183991188,0,RECS
112,5,2,2,1,1800,8689.42,0.0,0.0,0.0,167.2254,0.0,51.96232151335862,0.0,0.0,0,RECS
113,9,2,1,3,1000,11136.99,0.0,60882.11,0.0,92.903,0.0,119.87761428586805,192.0581774518584,0.0,1,RECS
114,9,2,1,2,1950,9118.41,51024.59,28536.33,970.1,181.16085,82.54447699870033,50.33322597018064,46.1643383182956,5.3549097390523395,0,RECS
115,3,2,1,4,1400,1940.97,0.0,63823.51,110.12,130.0642,0.0,14.92316871206681,143.81220888768777,0.8466588038830055,1,RECS
116,2,5,2,3,780,2541.36,909.05,19625.7,669.0,72.46433999999999,3.676514442138023,35.07049122368327,79.37315822789529,9.232127140052611,1,RECS
117,8,2,1,2,2300,24095.35,67586.38,20914.03,6201.68,213.6769,92.69887373403492,112.76534805587315,28.684877430035723,29.02363334548564,0,RECS
118,2,2,1,3,3500,30533.48,89343.31,93241.63,4853.25,325.1605,80.52618077844635,93.90279569627921,84.03978264804613,14.925705920614588,1,RECS
119,5,2,1,4,1350,23912.12,0.0,37516.64,3679.74,125.41905,0.0,190.65779879531857,87.66642070275608,29.339562052176284,1,RECS
120,1,2,1,1,2920,4581.29,0.0,59658.87,531.43,271.27676,0.0,16.887882323572427,64.45183394910055,1.9589956765924212,0,RECS
121,3,2,1,7,4100,16066.17,169983.46,161470.16,1769.59,380.9023,130.7874029788216,42.17924123850131,124.23716333915549,4.645784496444363,3,RECS
122,7,5,2,1,710,8041.83,0.0,3100.84,2136.43,65.96113,0.0,121.91771123387365,13.777300049893023,32.38922680675725,0,RECS
123,9,2,1,1,5000,16207.98,131642.87,22069.8,7431.27,464.515,83.05589174465841,34.892263974252714,13.924240026263956,15.997911800480072,0,RECS
124,2,2,1,2,1980,8448.7,0.0,63053.99,1470.69,183.94794,0.0,45.92984297622469,100.45937944882667,7.995142538698722,0,RECS
125,8,2,1,5,1900,7885.45,76921.42,60964.8,1952.69,176.5157,127.71349789746748,44.67279681070862,101.22054242653769,11.062415411207049,2,RECS
126,1,2,1,5,1810,6010.72,0.0,118878.1,346.7,168.15443,0.0,35.74523727980286,207.1888539903469,2.061795220024831,2,RECS
127,1,2,1,2,2100,17782.42,100396.03,71295.71,1712.81,195.09629999999999,150.8135464800204,91.14688489735582,107.09944281572744,8.779305399436074,0,RECS
128,5,3,1,6,2160,8790.14,50091.03,34915.29,4097.05,200.67048,73.15589344845341,43.80385196666694,50.99234803041285,20.41680470391061,2,RECS
129,7,2,1,4,4300,27778.01,105096.47,90079.6,7477.04,399.4829,77.10149185201671,69.53491626299899,66.08472716003615,18.71679613820767,1,RECS
130,3,2,1,2,1000,4289.95,69513.51,60946.57,1070.69,92.903,219.2867172126842,46.17665737382,192.26152241014822,11.5248162061505,0,RECS
131,5,2,1,2,1100,10390.58,90555.96,54409.59,1826.12,102.1933,259.69731629333825,101.67574586592272,156.0363835093886,17.86927323024112,0,RECS
132,9,2,1,5,2750,5725.06,57896.0,34574.75,472.5,255.48325,66.4138984297405,22.4087489101536,39.66152989383845,1.8494363133395242,2,RECS
133,9,5,2,8,690,4085.2,0.0,0.0,0.0,64.10307,0.0,63.728617053754206,0.0,0.0,3,RECS
134,4,2,1,5,930,4063.68,50266.09,42922.42,755.93,86.39979,170.5042716236926,47.03344765074082,145.59429544701442,8.749211080258412,2,RECS
135,3,2,2,7,580,14519.14,0.0,27643.49,1602.57,53.88374,0.0,269.4530854762494,150.35157651992978,29.7412540406438,3,RECS
136,8,2,1,8,2100,8307.21,77020.93,60466.36,1963.94,195.09629999999999,115.69979018582106,42.58004892968242,90.83174099949616,10.066515869342474,3,RECS
137,5,2,1,5,2300,13236.12,47917.07,21011.69,4268.39,213.6769,65.72120627905966,61.94455273358983,28.818824121793234,19.975907550137617,2,RECS
138,5,2,2,6,2010,18727.28,32604.27,32604.27,438.6,186.73503,51.17072042224751,100.2879856018445,51.17072042224751,2.3487826574371184,2,RECS
139,5,2,1,1,1000,12174.42,0.0,0.0,4980.98,92.903,0.0,131.04442267741624,0.0,53.614845591638584,0,RECS
140,8,2,1,7,2500,8446.03,0.0,291.78,268.56,232.2575,0.0,36.364939775895294,0.36817866540370064,1.1563028104582198,3,RECS
141,5,5,2,3,1100,8741.84,17992.98,17026.48,1035.74,102.1933,51.600453665553424,85.54220286457137,48.82871499481865,10.13510670464698,1,RECS
142,5,1,1,9,1700,19541.36,0.0,13339.56,4578.69,157.9351,0.0,123.73031707327884,24.753447389212404,28.990958944528476,3,RECS
143,6,2,1,9,2680,32262.55,0.0,26738.31,2996.11,248.98004,0.0,129.57886102034524,31.473299024331432,12.033534897014235,3,RECS
144,5,3,1,8,2160,6957.99,0.0,12189.46,605.76,200.67048,0.0,34.673709855081825,17.802206042762243,3.0186801765760465,3,RECS
145,3,2,1,7,2800,8403.49,93996.76,70295.07,890.15,260.1284,105.90048779741082,32.30516160480747,79.19722129521422,3.4219639224321527,3,RECS
146,9,2,1,1,1230,13732.92,48576.68,25695.16,1659.18,114.27069,124.58501987062476,120.17884901193823,65.90059302486054,14.51973380050475,0,RECS
147,5,4,2,5,600,4428.51,23080.53,9153.1,1726.45,55.7418,121.3494004074142,79.44684240551975,48.123816778431994,30.97226856685647,2,RECS
148,2,5,2,2,680,8162.15,0.0,2772.77,1925.11,63.17404,0.0,129.20101358089494,12.863170958672265,30.47311838850262,0,RECS
149,9,2,1,6,2000,13933.59,86142.81,11353.41,3756.26,185.806,135.87268155769996,74.9899895590024,17.90768447795012,20.21603177507723,2,RECS
150,4,2,1,4,1100,8257.1,108584.35,93753.61,885.42,102.1933,311.399319122193,80.79883906283486,268.8675699513569,8.664168786016305,1,RECS
151,3,2,1,9,4100,15970.41,67253.76,66630.2,2962.1,380.9023,51.74588522295612,41.92783818842784,51.26611034955683,7.77653482270913,3,RECS
152,8,3,1,2,910,5442.0,78520.57,67290.22,1269.72,84.54173,272.19814369152374,64.37057770168649,233.26719320293068,15.018855185480591,0,RECS
153,7,2,1,1,1480,19066.09,47702.1,26967.65,4220.78,137.49644,101.67610266200347,138.6660629177017,57.48102389523685,30.697376601168724,0,RECS
154,4,2,1,3,1400,12076.4,50687.89,43131.96,2876.1,130.0642,114.2139851718613,92.84953123149951,97.18836274055428,22.112925770504106,1,RECS
155,1,2,1,2,1060,11038.45,0.0,73938.98,1950.22,98.47718,0.0,112.0914510346458,220.04459111826722,19.803775859544313,0,RECS
156,5,5,2,4,860,4188.52,19291.46,10060.76,1297.62,79.89658,70.76357302978425,52.42427147695184,36.904170290643236,16.241245870599215,1,RECS
157,8,2,1,7,3550,21471.17,106820.46,6772.31,9478.86,329.80565,94.92250673285919,65.1024929378863,6.01799169908096,28.740744738605905,3,RECS
158,5,2,1,1,1500,7645.02,42702.08,32301.62,3754.63,139.3545,89.80507473874185,54.8602305630604,67.93227398483724,26.943012245747358,0,RECS
159,4,2,1,3,1610,27534.26,0.0,53298.9,0.0,149.57383,0.0,184.08474263178258,104.43245266835784,0.0,1,RECS
160,4,3,1,6,2110,5617.67,80682.98,61457.89,394.3,196.02533,120.62646001708046,28.65787804055731,91.88366258681978,2.0114747415550838,2,RECS
161,9,2,1,4,1460,7447.48,0.0,0.0,0.0,135.63838,0.0,54.90687812697261,0.0,0.0,1,RECS
162,5,3,1,5,1260,15199.48,0.0,37453.84,944.78,117.05778,0.0,129.8459615413858,93.77107905719723,8.071056874647716,2,RECS
163,1,2,1,6,1150,3346.6,36555.48,32022.51,154.58,106.83845,100.27617472061792,31.32392879155398,87.84168085750028,1.4468573814015462,2,RECS
164,9,3,1,2,1460,15026.49,0.0,0.0,4442.52,135.63838,0.0,110.78346703934386,0.0,32.75267663916364,0,RECS
165,7,2,1,7,2280,7940.44,89793.07,37442.53,2305.54,211.81884,124.23703584615043,37.486939310969696,51.80521104558028,10.884489783817152,3,RECS
166,3,2,1,6,4700,14752.32,138715.46,114975.08,5300.96,436.6441,93.10438083936094,33.7856849548637,77.17008353182834,12.140230453131052,2,RECS
167,4,4,1,2,1200,1256.7,171209.13,145466.0,43.27,111.4836,450.07903349219083,11.272510037350786,382.40482085257383,0.38812883688721933,0,RECS
168,6,5,2,8,960,5703.72,0.0,4901.71,426.95,89.18688,0.0,63.95245578721893,16.107179121077003,4.787139094898262,3,RECS
169,1,5,1,1,800,9099.49,0.0,4881.62,1196.54,74.3224,0.0,122.43267171135484,19.24939527006663,16.09931864417726,0,RECS
170,6,3,2,3,890,6893.8,0.0,2290.86,2301.37,82.68367,0.0,83.37559278633859,8.119918129662121,27.833428293640083,1,RECS
171,5,2,1,5,1600,14132.09,0.0,10616.07,2344.05,148.6448,0.0,95.07288515979032,20.93085160711979,15.76947192232759,2,RECS
172,9,2,1,9,2200,12485.77,35619.71,14350.18,943.4,204.3866,51.075285901375146,61.08898528572813,20.5767971226098,4.615762481493405,3,RECS
173,9,5,2,4,900,11150.75,0.0,12563.17,256.02,83.6127,0.0,133.36191750774702,44.03518598334942,3.0619750348930244,1,RECS
174,7,2,1,5,1300,16528.43,11817.07,1898.23,4031.77,120.7739,28.67540521561364,136.85432034570383,4.606261488036737,33.38279214300441,2,RECS
175,3,2,1,7,1900,10670.46,61793.39,40041.61,2182.23,176.5157,102.59625971338528,60.45048684054732,66.48153498136426,12.362809653758843,3,RECS
176,6,2,1,7,1800,8433.04,35625.64,20896.51,1416.57,167.2254,62.43574206095486,50.429181212901874,36.62219424925878,8.471021746696374,3,RECS
177,3,2,1,4,1250,18446.03,0.0,70388.96,579.73,116.12875,0.0,158.8411999612499,177.63872336660822,4.992131578097586,1,RECS
178,8,2,1,6,1680,17287.87,0.0,27284.86,165.34,156.07704,0.0,110.76497862850293,51.233680527641994,1.059348639620536,2,RECS
179,9,3,1,5,2000,16966.85,182088.56,129638.79,0.0,185.806,287.20749796971035,91.31486604307717,204.4787026473311,0.0,2,RECS
180,9,2,2,6,1220,9756.65,0.0,11280.09,0.0,113.34166,0.0,86.08176375747452,29.167274031366755,0.0,2,RECS
181,7,2,1,7,3100,19197.83,53022.43,11345.25,8645.8,287.9993,53.95616094389813,66.65929396356172,11.545041125968014,30.020211854681587,3,RECS
182,5,3,2,1,1210,5114.12,21333.35,16744.4,696.37,112.41263,55.618182919926355,45.494176232688446,43.65433005526159,6.194766548918925,0,RECS
183,1,2,1,6,2600,5378.36,0.0,4629.35,0.0,241.5478,0.0,22.266234674875946,5.616810560270059,0.0,2,RECS
184,3,2,1,5,2800,19299.44,225433.0,161305.14,1668.58,260.1284,253.98178262350442,74.19197596263999,181.73278536653442,6.414447634322126,2,RECS
185,3,2,1,1,1290,15055.94,39.56,39.56,2092.39,119.84487,0.09674080133759586,125.62857300441813,0.09674080133759586,17.459153654219826,0,RECS
186,6,2,2,1,1090,7266.5,0.0,1644.84,1514.83,101.26427,0.0,71.75778781597893,4.76036516769439,14.95917563025932,0,RECS
187,2,2,1,4,1140,11181.42,0.0,95269.21,2226.51,105.90942,0.0,105.57531143122114,263.6275663100601,21.02277587772646,1,RECS
188,8,2,1,4,2200,10568.63,38251.91,38152.8,1621.17,204.3866,54.84961105869956,51.70901614880819,54.70749671847373,7.931880074329727,1,RECS
189,4,4,2,5,1100,2545.36,73631.43,60986.88,365.07,102.1933,211.16097456026964,24.907308013343343,174.8988036248952,3.572347697941059,2,RECS
190,3,2,1,1,2500,41070.18,0.0,85503.92,5314.41,232.2575,0.0,176.83037146270843,107.89197049963943,22.88154311486174,0,RECS
191,2,5,2,5,750,6226.62,20084.13,20240.01,464.58,69.67725,84.47629697254126,89.3637449813246,85.13194723830232,6.667599539304436,2,RECS
192,5,1,1,4,980,19551.49,0.0,6614.85,6765.06,91.04494,0.0,214.74548722861482,21.293008753149824,74.30462362872666,1,RECS
193,6,4,2,4,750,2262.97,0.0,2510.75,280.15,69.67725,0.0,32.47788912449903,10.560520302537773,4.020681068785005,1,RECS
194,4,2,1,3,2200,6220.65,101094.76,80111.97,736.62,204.3866,144.96029782754837,30.435703710517227,114.87296701383556,3.604052320455451,1,RECS
