DOEID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,BA_climate,IECC_climate_code,UATYP10,,,,,TYPEHUQ,CELLAR,CRAWL,CONCRETE,BASEOTH,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,SIZEOFGARAGE,KOWNRENT,YEARMADERANGE
115965,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
115966,WEST,Mountain South,35,NM,New Mexico,Mixed-Dry,4B,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,2,3
115967,WEST,Pacific,06,CA,California,Marine,3C,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,1,3
115968,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,1,0,0,1,1,0,2,1,2,1,4
115969,SOUTH,East South Central,47,TN,Tennessee,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
115970,WEST,Mountain North,56,WY,Wyoming,Cold,6B,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
115971,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,1,0,1,1,0,2,1,2,1,7
115972,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,R,,,,,2,0,1,0,0,-2,0,-2,1,0,-2,2,5
115973,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
115974,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,3,1,0,0,0,1,1,0,2,1,2,1,2
115975,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,1,3,1,7
115976,MIDWEST,West North Central,19,IA,Iowa,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,1,1,3,1,7
115977,MIDWEST,East North Central,26,MI,Michigan,Cold,5A,U,,,,,3,1,1,1,0,0,1,0,2,0,-2,2,3
115978,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,6
115979,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,U,,,,,2,1,0,0,0,1,1,1,5,1,2,1,3
115980,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,3,1,8
115981,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,0,1,0,1,0,2,1,2,1,6
115982,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,R,,,,,2,1,0,0,0,1,1,0,2,1,1,1,1
115983,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,4
115984,WEST,Mountain North,16,ID,Idaho,Cold,6B,C,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6
115985,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,5
115986,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,C,,,,,2,0,1,0,0,-2,1,0,1,1,1,2,3
115987,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,0,2,1,1,1,3
115988,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
115989,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,R,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,4
115990,MIDWEST,West North Central,38,ND,North Dakota,Very-Cold,7A,C,,,,,2,1,0,0,0,1,0,-2,1,1,1,1,3
115991,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
115992,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
115993,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,6A,R,,,,,2,1,0,0,0,0,0,-2,2,0,-2,1,1
115994,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,5
115995,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,1,-2,1,0,1,1,2,2,3
115996,NORTHEAST,New England,50,VT,Vermont,Cold,6A,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
115997,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
115998,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
115999,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,R,,,,,2,0,0,1,0,-2,1,0,1,1,3,1,8
116000,WEST,Mountain North,16,ID,Idaho,Cold,6B,C,,,,,2,1,0,0,0,1,1,0,1,1,2,1,7
116001,WEST,Pacific,53,WA,Washington,Cold,5B,U,,,,,2,1,1,0,0,1,1,0,1,0,-2,1,1
116002,WEST,Mountain North,49,UT,Utah,Cold,5B,U,,,,,2,1,0,1,1,0,1,0,1,0,-2,1,1
116003,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,7
116004,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,2
116005,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,3
116006,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,6
116007,SOUTH,East South Central,01,AL,Alabama,Hot-Humid,3A,C,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,5
116008,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,2
116009,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,0,1,1,0,-2,1,1,1,1,2,1,3
116010,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,3,0,-2,1,1
116011,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
116012,WEST,Pacific,53,WA,Washington,Cold,5B,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
116013,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,U,,,,,2,0,0,1,1,-2,1,0,2,1,2,1,4
116014,SOUTH,East South Central,28,MS,Mississippi,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,1,1,0,-2,1,2
116015,SOUTH,South Atlantic,54,WV,West Virginia,Cold,5A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,4
116016,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,3,1,6
116017,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,2A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,2
116018,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,R,,,,,2,1,0,0,0,0,1,0,2,1,2,1,5
116019,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
116020,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
116021,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
116022,NORTHEAST,New England,23,ME,Maine,Cold,6A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
116023,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,1,0,1,1,1,2,5
116024,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,1,1,1,1,1
116025,SOUTH,West South Central,48,TX,Texas,Hot-Humid,2A,U,,,,,2,0,0,0,1,-2,0,-2,1,0,-2,2,4
116026,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,1,1,2,1,6
116027,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,2
116028,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
116029,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,2,1,1,1,1,1,1,1,1,0,-2,1,1
116030,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,3,1,2,1,3
116031,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,2,1,3,1,6
116032,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,1,0,0,1,0,-2,5,0,-2,1,3
116033,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,2,1,0,1,0,1,1,1,1,0,-2,1,1
116034,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,R,,,,,2,1,0,1,0,0,1,1,1,1,2,1,6
116035,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
116036,MIDWEST,East North Central,39,OH,Ohio,Cold,5A,U,,,,,3,0,0,0,1,-2,1,0,2,1,1,1,5
116037,MIDWEST,West North Central,19,IA,Iowa,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,1
116038,MIDWEST,West North Central,38,ND,North Dakota,Very-Cold,7A,R,,,,,2,0,1,1,0,-2,1,0,1,0,-2,1,4
116039,NORTHEAST,New England,50,VT,Vermont,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
116040,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
116041,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,2
116042,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,3A,U,,,,,2,1,0,1,0,0,1,1,2,1,1,1,5
116043,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,5
116044,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,3
116045,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,0,0,1,0,1,0,1,0,-2,1,3
116046,SOUTH,South Atlantic,54,WV,West Virginia,Cold,5A,C,,,,,2,1,0,1,0,1,0,-2,2,0,-2,1,1
116047,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,1,3,1,7
116048,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,3
116049,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,3
116050,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,C,,,,,2,1,1,0,0,1,1,0,2,1,2,1,3
116051,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
116052,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
116053,MIDWEST,West North Central,38,ND,North Dakota,Cold,6A,U,,,,,3,0,1,0,0,-2,0,-2,3,1,2,1,6
116054,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,1,1,1,3
116055,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,U,,,,,3,1,0,0,0,0,0,-2,1,0,-2,1,4
116056,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,3,1,1,0,0,0,0,-2,3,0,-2,1,1
116057,WEST,Mountain North,16,ID,Idaho,Cold,5B,R,,,,,2,1,0,1,0,0,1,0,2,0,-2,1,1
116058,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
116059,SOUTH,South Atlantic,24,MD,Maryland,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,1,2,1,2,1,5
116060,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,3,1,0,0,0,1,0,-2,2,0,-2,1,4
116061,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,R,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
116062,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,7
116063,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,1,0,2,1,2,2,5
116064,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
116065,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
116066,WEST,Pacific,15,HI,Hawaii,Hot-Humid,1A,U,,,,,2,0,0,1,0,-2,0,-2,2,0,-2,1,3
116067,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,1,0,1,0,-2,1,1,2,1,2
116068,MIDWEST,West North Central,31,NE,Nebraska,Cold,5A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
116069,SOUTH,East South Central,01,AL,Alabama,Mixed-Humid,3A,U,,,,,3,0,0,1,0,-2,1,1,2,0,-2,2,7
116070,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,R,,,,,2,0,0,0,1,-2,0,-2,1,0,-2,2,1
116071,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,0,1,0,1,1,0,3,0,-2,1,1
116072,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,R,,,,,2,0,1,0,1,-2,0,-2,2,0,-2,1,4
116073,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,R,,,,,2,0,1,1,0,-2,0,-2,1,1,1,1,4
116074,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,3,1,0,0,0,0,0,-2,3,0,-2,1,5
116075,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
116076,WEST,Mountain North,16,ID,Idaho,Cold,5B,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,7
116077,WEST,Pacific,02,AK,Alaska,Very-Cold,7AK,C,,,,,2,0,1,0,0,-2,1,0,2,1,3,2,7
116078,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
116079,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,3,1,0,0,0,1,1,0,2,0,-2,1,5
116080,SOUTH,South Atlantic,11,DC,District of Columbia,Mixed-Humid,4A,U,,,,,3,0,0,0,1,-2,0,-2,2,0,-2,2,1
116081,SOUTH,East South Central,21,KY,Kentucky,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
116082,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
116083,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,0,-2,1,4
116084,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,1,1,2,1,7
116085,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,C,,,,,2,1,1,0,0,1,1,0,1,0,-2,1,1
116086,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
116087,WEST,Mountain North,30,MT,Montana,Cold,6B,C,,,,,2,1,0,1,0,1,0,-2,1,0,-2,1,3
116088,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8
116089,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,0,-2,1,1,2,1,5
116090,MIDWEST,East North Central,39,OH,Ohio,Mixed-Humid,4A,U,,,,,3,1,0,0,0,1,1,0,2,0,-2,1,4
116091,WEST,Mountain North,08,CO,Colorado,Cold,5B,U,,,,,2,1,0,0,0,1,0,-2,2,1,3,1,6
116092,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,0,-2,2,1,2,1,4
116093,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4
116094,WEST,Pacific,41,OR,Oregon,Marine,4C,U,,,,,2,1,1,1,0,1,1,0,5,1,2,1,4
116095,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
116096,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,5
116097,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
116098,SOUTH,West South Central,48,TX,Texas,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,7
116099,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,R,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,8
116100,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,6A,U,,,,,2,0,0,1,0,-2,0,-2,2,0,-2,1,4
116101,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Mixed-Humid,4A,R,,,,,2,1,0,0,0,0,1,0,2,1,2,1,7
116102,WEST,Mountain South,04,AZ,Arizona,Hot-Dry,2B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
116103,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
116104,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,R,,,,,2,0,0,0,1,-2,0,-2,1,0,-2,1,4
116105,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
116106,SOUTH,South Atlantic,13,GA,Georgia,Mixed-Humid,3A,C,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,4
116107,WEST,Mountain North,49,UT,Utah,Cold,5B,C,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
116108,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,5A,U,,,,,2,1,1,0,0,1,0,-2,1,0,-2,1,2
116109,NORTHEAST,Middle Atlantic,36,NY,New York,Mixed-Humid,4A,U,,,,,2,1,0,1,0,1,1,1,1,0,-2,1,2
116110,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,U,,,,,2,0,0,0,1,-2,1,0,1,0,-2,1,1
116111,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
116112,MIDWEST,West North Central,27,MN,Minnesota,Cold,6A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4
116113,WEST,Mountain North,16,ID,Idaho,Cold,5B,U,,,,,2,1,1,1,0,0,0,-2,2,1,2,1,6
116114,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
116115,WEST,Mountain South,32,NV,Nevada,Cold,5B,U,,,,,2,0,0,1,0,-2,1,0,1,1,3,1,7
116116,NORTHEAST,New England,44,RI,Rhode Island,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,2,1,2,1,3
116117,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,U,,,,,2,1,1,0,0,1,1,0,2,0,-2,1,3
116118,NORTHEAST,Middle Atlantic,36,NY,New York,Cold,6A,U,,,,,3,1,0,0,1,0,1,1,3,0,-2,2,5
116119,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,R,,,,,2,1,0,0,0,1,0,-2,1,1,2,2,6
116120,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,0,1,1,0,-2,1,0,2,0,-2,2,2
116121,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6
116122,SOUTH,West South Central,05,AR,Arkansas,Mixed-Humid,4A,R,,,,,2,0,1,0,0,-2,1,0,1,0,-2,1,1
116123,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3
116124,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,4A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
116125,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,C,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
116126,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,7
116127,SOUTH,South Atlantic,13,GA,Georgia,Hot-Humid,3A,C,,,,,2,0,1,0,0,-2,0,-2,1,1,1,1,4
116128,WEST,Pacific,06,CA,California,Marine,3C,U,,,,,2,0,1,0,1,-2,1,0,1,1,2,1,2
116129,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,R,,,,,2,0,0,1,0,-2,0,-2,1,1,1,1,9
116130,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,4
116131,MIDWEST,West North Central,46,SD,South Dakota,Cold,6A,C,,,,,2,1,0,0,0,1,1,1,2,1,1,2,4
116132,WEST,Pacific,53,WA,Washington,Cold,5B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,7
116133,WEST,Mountain North,56,WY,Wyoming,Cold,6B,C,,,,,2,1,0,0,0,1,1,0,1,1,1,1,1
116134,MIDWEST,East North Central,18,IN,Indiana,Cold,5A,U,,,,,2,1,0,0,0,0,0,-2,2,0,-2,2,4
116135,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,0,-2,2,1,1,1,7
116136,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7
116137,SOUTH,West South Central,40,OK,Oklahoma,Mixed-Humid,3A,U,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5
116138,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,U,,,,,2,1,0,0,0,1,1,1,2,0,-2,1,1
116139,NORTHEAST,New England,25,MA,Massachusetts,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
116140,MIDWEST,West North Central,19,IA,Iowa,Cold,6A,C,,,,,2,1,0,0,0,0,0,-2,1,1,2,2,4
116141,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,Cold,5A,C,,,,,3,1,0,0,0,0,1,0,1,0,-2,2,4
116142,SOUTH,West South Central,22,LA,Louisiana,Hot-Humid,3A,R,,,,,2,0,1,0,0,-2,1,0,1,1,2,1,1
116143,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,R,,,,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9
116144,SOUTH,South Atlantic,37,NC,North Carolina,Mixed-Humid,4A,R,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,8
116145,WEST,Pacific,02,AK,Alaska,Subarctic,8AK,R,,,,,2,0,1,0,0,-2,1,0,2,1,1,3,7
116146,SOUTH,West South Central,48,TX,Texas,Hot-Dry,3B,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,5
116147,NORTHEAST,New England,33,NH,New Hampshire,Cold,6A,R,,,,,2,1,0,0,0,0,1,0,1,0,-2,1,1
116148,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,R,,,,,2,1,0,0,0,0,0,-2,2,0,-2,1,6
116149,MIDWEST,East North Central,55,WI,Wisconsin,Cold,6A,U,,,,,2,1,0,0,0,1,1,0,2,1,2,1,4
116150,MIDWEST,East North Central,17,IL,Illinois,Cold,5A,C,,,,,3,1,0,0,0,1,1,0,1,1,2,1,6
116151,SOUTH,East South Central,01,AL,Alabama,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,1,0,1,1,2,1,9
116152,NORTHEAST,New England,33,NH,New Hampshire,Cold,5A,R,,,,,2,1,0,1,0,0,0,-2,2,1,2,1,5
116153,SOUTH,East South Central,28,MS,Mississippi,Hot-Humid,3A,U,,,,,2,0,0,1,0,-2,1,0,2,1,2,1,4
116154,MIDWEST,West North Central,29,MO,Missouri,Mixed-Humid,4A,R,,,,,2,1,0,0,0,1,1,0,1,1,2,1,4
116155,WEST,Pacific,06,CA,California,Hot-Dry,3B,U,,,,,2,0,1,0,0,-2,0,-2,2,1,2,1,3
116156,NORTHEAST,New England,33,NH,New Hampshire,Cold,6A,R,,,,,2,1,0,0,0,1,0,-2,1,1,2,1,3
116157,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,Cold,5A,U,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3
116158,SOUTH,South Atlantic,12,FL,Florida,Hot-Humid,2A,U,,,,,2,0,0,1,0,-2,0,-2,1,0,-2,1,4
116159,MIDWEST,West North Central,20,KS,Kansas,Mixed-Humid,4A,C,,,,,2,0,1,0,0,-2,1,0,1,1,1,1,2
116160,SOUTH,South Atlantic,45,SC,South Carolina,Mixed-Humid,3A,U,,,,,2,0,1,0,0,-2,1,0,2,1,2,1,7
116161,SOUTH,South Atlantic,51,VA,Virginia,Mixed-Humid,4A,U,,,,,2,1,0,0,0,0,1,0,2,0,-2,1,1
116162,NORTHEAST,New England,09,CT,Connecticut,Cold,5A,U,,,,,2,1,1,0,0,1,1,0,2,0,-2,1,1
