,DIVISION,YRCONC,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh
1048,2,1,15793.51,171.74370956665112,38.569450362838914,138.62625290312286,5.6913095893819685
1049,6,3,1230.96475,51.15604371043119,25.739161092955747,31.0292747456822,4.365002096120136
1051,3,3,11705.778,159.37643933696677,99.26397032303193,133.07966571457277,11.907005042894202
1052,7,0,724.6434,90.5646776869837,85.76080317574133,87.150843639782,16.924787016620865
1053,7,3,11519.972,103.77732934133869,230.2605422999292,21.662120861925708,44.9507642870139
1054,2,3,5202.568,61.65124902106037,114.87327027729383,38.972891820539395,8.31837572464214
1056,2,3,3716.12,104.0295109353304,127.14497917182437,27.815530345898416,11.69769790695672
1057,9,1,44128.925,37.94969406855028,59.12473508022232,37.618322510870144,21.919448858384836
1058,5,1,7525.143,42.27939106831592,117.98260843680977,23.08716887187393,27.50608927564566
1059,9,1,22761.235,38.137773312124764,55.59821336583889,31.523612450203167,0.0
1060,3,2,30657.99,209.37345883073223,60.028364547056086,193.3016571372096,27.937424233552168
1061,9,1,111.4836,106.42802560197197,287.2888927160587,3.2176831749243835,147.38513660305196
1062,6,2,19509.63,146.34419656754127,292.42584303238965,146.34419656754127,71.32138967110089
1063,7,3,46451.592903,11.171243669503664,252.70868588969043,79.84982180500103,46.997329675641936
1064,4,0,3158.7019999999998,65.0638176801737,86.53079651071864,55.41355161835463,14.44784280948314
1065,2,1,22761.235,256.9949259581917,130.19750466088504,210.71783056064402,82.09305084992094
1066,9,2,12077.39,2.366137639672148,12.561406065383332,1.7004218009023475,0.6427358541042395
1068,3,3,7896.755,9.234008455245224,45.63406107951937,8.389914036208545,2.8434744153769493
1069,3,2,5388.374,89.04002687100042,101.31275223286283,78.54975968037854,32.53694466846586
1070,7,1,8918.688,44.19322881919403,181.67077937920914,4.819558373159819,38.64190383428594
1071,6,0,14307.062,99.44953694692873,198.80650548659116,25.997253595252474,40.13672606325464
1072,3,2,3344.508,39.11141217990808,26.775537687456573,38.98803260718767,0.5968311575275049
1073,3,3,46451.592903,61.60698270905107,232.76710924808134,38.39422737705121,7.074686919784316
1074,6,3,1393.545,234.4746760176385,170.8168735132342,56.915768018255605,47.002780166410126
1075,5,0,10033.524,147.22010474086673,109.2078914646539,137.75075174375428,28.12957867734208
1076,2,1,19974.145,248.67445517017126,528.0916404682152,219.13361462380496,0.0
1078,2,0,9476.106,114.16428975446244,116.34779095970434,106.46071582799941,22.16023103530079
1083,9,2,325.1605,9.697213803644663,86.65566697061912,43.59735374069114,2.3983907362671664
1084,3,1,39019.26,61.78466194681806,40.534546272789385,54.6177007977855,2.7361873821799803
1088,6,1,9290.3,80.50876743420558,189.97405896472665,40.678360794269295,17.248232929614762
1089,4,3,3158.7019999999998,104.87160590014507,95.82860301478266,84.19149675436304,9.785913489781564
1090,6,0,4645.15,120.81397161792408,52.369245341915764,110.76098300205594,6.373599451255612
1091,8,2,4087.732,105.56323740108208,70.59929564854056,91.70526099998729,7.494448699670135
1092,9,2,9290.392903,6.424576493500751,273.2722960705121,0.335455889383713,48.39984322695335
1094,2,3,10033.524,141.79295162766343,91.773837387542,131.3918550249145,17.99042999319083
1095,7,3,3251.605,78.92778539490499,135.1514098422164,0.0,85.74873293865646
1096,5,1,3437.411,35.96609277272925,39.36334642555109,35.96609277272925,6.10490159134302
1097,9,1,20903.175,144.3056876209954,236.5205764196109,0.0,33.994717590031186
1098,3,0,8175.464,184.42002707895236,79.37567824896544,87.37665980377385,8.161178750588347
1101,1,0,929.03,11.785868735132343,19.08119221123107,38.14941954834613,0.0
1102,7,3,5016.762,40.5997074850272,54.564677375566156,34.43137145094784,9.494151590208986
1103,3,3,14307.062,93.9044413410664,73.73204924952447,75.96374775184451,9.924754067886195
1104,9,2,3809.023,14.186043409294195,455.4495995429799,12.91174238722108,37.56625871411121
1106,9,1,22296.72,59.1700784279033,127.03702607379022,56.73911090276956,19.563434838756553
1109,4,2,35767.655,106.659593091272,72.18938451514364,100.14998322920528,4.6740801597141335
1110,3,0,11148.36,133.84815421066418,64.21285283216544,116.9493763952725,8.983408646383863
1112,8,1,6131.598,62.452018477728,52.69849719436923,49.0986333017918,6.736104058354772
1113,9,2,3855.4745,17.80048481269945,92.85316243175775,17.80048481269945,2.328924571541065
1114,2,1,3390.9595,108.274044923863,71.55408373352734,108.274044923863,1.7652747474571726
1117,5,3,17465.764,80.18268135370433,151.58993331182077,78.74336549171282,31.884629335767965
1119,9,2,27870.9,3.8349841251986843,104.95839746832718,0.06633054074321246,5.778937951555206
1120,1,2,10962.554,69.41571325897232,179.71295740025545,74.46124151561763,7.561020784572647
1121,5,0,19045.115,130.02433041412456,137.45876567298228,120.35495395559438,36.9991862957509
1122,8,3,3762.5715,72.33353335052902,118.31429648579436,117.8658143910355,51.58894064631065
1123,5,0,7710.949,145.89072813346323,302.7640307308478,170.05299750264206,51.77376131679772
1124,7,2,14492.868,45.18948061612098,63.5875521670383,43.92861472042663,13.410006046284284
1125,2,0,148.6448,215.36789456476112,73.29553405164526,197.71795597289648,9.49334833778242
1126,3,0,557.418,186.12509565173713,17.796339551288263,184.85694992985515,2.9674189279858205
1127,3,0,19509.63,0.00465677770413893,123.36194997034796,178.46405038829542,0.0
1129,2,0,46451.5,296.327554049514,107.49153418081225,30.494772096595376,0.0
1130,7,0,10219.33,16.395902496739026,160.75251508660548,20.200224949972263,40.79253692639342
1131,2,3,808.2561,129.25412283062263,176.49851328062977,129.25412283062263,29.125943059384277
1135,6,1,297.2896,165.80433543924846,132.97471556354478,164.25464243956063,28.581583422359884
1136,5,3,2554.8325,110.59526945073699,89.87360228116717,109.63684724301888,26.601120219818718
1141,3,3,23225.75,276.57058187696845,196.42018018793794,186.38913074144,12.78868808791966
1142,2,0,22296.72,214.71095091654735,75.24312993121858,200.9922509183862,2.760149132293898
1143,3,1,23225.75,70.13036379324673,93.4501146356953,57.044424871791016,10.119525256579443
1145,3,0,7989.658,0.7582757249434207,381.068626466865,224.06060945249473,0.0
1146,6,1,24619.295,63.27875732887559,89.51966333723205,57.49983167824262,25.57660526513859
1147,3,0,39019.26,168.11476002023105,68.68682286645108,151.5696269168098,4.730557587022409
1148,5,2,4227.0865,191.37976663619256,206.78498062436148,100.8219874511676,30.349456712797338
1149,3,3,2136.769,40.39234771236386,108.30464125977119,77.03717805949077,7.980293173478277
1153,8,1,26012.84,116.65285607496146,79.1260777369945,83.16041327044645,5.55204697322553
1154,7,3,3437.411,31.472334767940175,56.51811785090581,26.24185179456283,28.226601307786588
1155,4,1,3298.0565,383.5611637102033,107.3886999813375,384.8427275530301,7.602120839955289
1157,5,3,7432.24,222.12664596016816,175.17033895568497,3.4940648093979747,41.4179310763646
1158,8,0,1486.448,2.935938735159252,60.830920422376025,24.022607438672594,0.0
1159,2,2,27870.9,91.77939676447477,45.22179046962961,82.70210222192324,10.78050047253587
1160,9,3,27870.9,34.95042206950619,47.39545547506539,27.523672812036928,13.326939185135751
1161,9,1,5295.471,22.908753056338146,20.906544479235183,22.31048757438196,4.290520951771808
1163,3,3,6781.919,107.95690045944225,142.74706023472118,39.75701226334317,13.091986229856182
1164,5,2,464.515,20.56478099738437,47.518379384949895,2.847334150673283,5.159018690462096
1165,8,3,1114.836,41.21578749161312,268.70230240142945,38.90268338571772,15.070271517066189
1167,1,3,7618.046,88.47782377265773,143.6496970482982,83.44844339834651,20.23570326091494
1168,7,3,1486.448,37.704464438715654,86.80492018556988,39.83499657034757,29.10189383281487
1169,8,3,1625.8025,231.84984571004168,116.19492527536401,166.91339399281281,4.4308488761703835
1171,2,0,929.03,238.36029133397204,405.5337287278129,106.31698398652358,55.61260633241123
1172,4,2,2322.575,122.48987981744402,150.50579636825506,125.16522564782626,8.673107268441278
1173,7,3,1741.93125,132.8347101942169,214.7558923464976,147.74793563867692,38.470031182344314
1175,1,1,7339.3369999999995,191.62042040091634,197.28921018342666,89.34669211769403,12.80660265280093
1176,3,2,23225.75,0.061741661862372586,246.9012626072355,11.91479057434098,5.597456414367675
1177,2,0,11148.36,153.2533337167978,46.75171953542942,130.58054962765823,2.6815340870764848
1178,9,1,18580.6,245.30045539132217,179.93805366888046,21.19260776745638,6.09730456804409
1179,1,3,3716.12,87.44574535429427,326.09388286707645,97.18641365375716,9.18340973784485
1180,3,0,22761.235,59.50876485098458,132.0313682451765,57.739193615372805,0.0
1182,7,1,19974.145,84.16213488832689,177.37600282765544,7.385147778390515,52.56868245068813
1183,1,2,11148.36,197.2395884832388,253.33152140763303,131.35671054056382,12.78808240638085
1184,4,0,176.5157,154.6098425862402,124.11360575858124,154.6098425862402,2.096973090778894
1185,8,3,1021.933,103.2821810754717,76.38465535411812,96.57035781112852,7.631816813822434
1186,2,1,14864.48,51.778220265155596,172.67371613403228,49.721071814755724,12.878382583716352
1187,7,1,23690.265,61.41628122851307,103.26566629794982,53.36362393476814,43.25901012221687
1189,5,1,24154.78,143.85019051417567,107.1296033331705,168.77927584320787,10.09744651439591
1190,6,3,11891.584,88.274116397025,35.749736956825934,82.1264339909637,14.29606579358982
1191,5,3,12077.39,13.495463117031083,103.24051802583175,11.598219082103006,24.578974221582644
1192,7,2,7710.949,2.01091895939138,94.65722053148063,4.125407333520168,44.32782352898457
1194,3,2,8361.27,112.63829433363593,39.125635220486835,107.96830740413837,3.3685777944020465
1195,5,3,2322.575,8.587554751084465,27.624081030752507,1.6258763807412036,1.4499763671786705
1196,2,3,12263.196,61.43514073639531,194.9929692063961,37.02319219965171,16.753700071172315
1200,9,2,15236.092,9.326549320258765,375.6295905800516,9.39273803262674,7.188525034175431
1201,8,2,1184.51325,13.290602622638456,112.88434299911799,8.399130391323189,45.20294353651173
1202,4,2,650.321,21.041124290927097,84.35218914966609,20.636885942480713,7.443483613477037
1204,9,0,6874.822,6.949479480341456,159.04149954718827,39.89509366700695,0.0
1205,9,3,5945.792,29.741388647635166,134.59451659257505,1.3086132140175775,22.791380293659785
1208,1,0,8175.464,91.9865573443905,397.76176618232313,80.74900677221501,15.211009308340175
1211,9,0,4598.6985,3.4368476122102805,27.4110163995313,32.45813207671693,0.0
1212,5,3,33909.595,0.4324382961518709,389.4072164530423,285.3215432498973,162.4749802707759
1214,3,2,255.48325,116.96536443778605,223.04397646421046,114.22259065124624,8.13425718124378
1215,5,3,3809.023,119.97249437821719,424.1399960042247,0.04985793154832617,38.129622564106334
1218,8,2,2369.0265,256.1633327592579,372.97007863778646,161.63346697345938,4.246451082754879
1222,8,3,1114.836,49.92850591208035,104.42073991152061,66.05451400026551,17.724597253766476
1223,6,3,9847.718,56.00482917402793,307.6309658745305,67.69357220799783,39.56223601985759
1225,5,0,362.3217,202.0014259234266,376.70942700920205,71.81144099290769,77.22763167649082
1227,1,2,836.127,95.28758625663328,93.55516566263259,97.52138744114232,7.2043856184527
1229,7,1,836.127,49.70268974808852,99.71930101527639,39.221034229249874,45.82709902203852
1230,5,2,11148.36,173.42413254308258,199.98080435149205,57.60638692910886,27.367000032740243
1231,4,0,3855.4745,95.8918995389543,102.61149438285742,96.61395889351624,16.097537584543748
1232,3,1,9290.3,127.20413267375653,3.4877237548841267,129.8896047423657,0.0
1233,5,3,3483.8625,226.7821419237987,146.4742078655515,226.75278319365358,88.44439433731958
1235,4,1,9476.106,23.9420493816764,302.1703218600552,23.9420493816764,14.210877329991877
1236,1,2,418.0635,295.9287092511066,115.17149906652938,271.02145800817345,16.05686996114227
1237,9,2,1138.06175,158.61877588188867,106.11287129191363,159.08153511881056,15.73793433792147
1241,4,2,4830.956,32.047432838759036,93.62681009721472,30.180521412946007,8.577515870771748
1244,9,3,139.3545,131.29409190230672,172.54555827045414,128.7199453623672,75.3190230240143
1247,6,1,18580.6,106.8694791152062,158.31550111406523,26.820635326577186,27.005920249399917
1248,6,2,38090.23,117.48694569040408,117.09685134481991,122.33400607305339,25.20666214228688
1250,3,3,2647.7355,126.55025063946155,193.34295287425803,19.929379887454772,15.880876970150533
1252,9,2,10405.136,54.83217733252118,206.3670287442663,52.032421179213806,6.176633527327274
1255,9,1,334.4508,52.557244407847136,14.848222817825521,39.464814038417614,3.7101499353567102
1256,5,1,35303.14,359.51553494547517,393.9200592355241,307.2091893924167,74.29691882416125
1257,8,3,20903.175,82.0310540452826,202.80000526235847,86.30793683160573,25.516255617962344
1259,8,2,501.6762,143.65775325199803,100.03065722471985,144.44523272182337,14.002880483467226
1260,2,1,39019.26,20.911342900685458,54.81933793721357,83.54333559449871,15.730692726694457
1261,3,3,185.806,275.15607573490627,148.94029256321107,256.04082946191187,23.544292525537386
1267,3,1,2787.09,85.78217160694489,10.585951655669533,74.35066863323395,4.422316457667316
1268,9,2,9661.912,84.68300278392104,82.22958354412667,84.68300278392104,10.94964723400503
1271,6,1,10590.942,55.40181875228853,79.88628395849963,59.0137981738546,15.891696665036974
1272,3,1,35303.14,71.6797951278838,14.313797582877898,71.6797951278838,4.57734525212205
1274,3,1,17279.958,206.52329387374672,100.91870593666953,175.7031738464874,7.917905562212595
1275,9,1,14121.256,181.35023424063698,221.4744212554464,19.205089864740078,17.066131653586623
1276,2,0,5852.889,114.74044891317776,69.89676380331149,103.36589382422936,8.506681043498347
1278,4,0,18580.6,147.38649833498383,96.2114786390106,59.169660444549706,2.6591312308536863
1279,5,3,1091.61025,214.22413706448802,153.16364059425055,71.18207850649993,40.70469894726621
1281,4,2,46451.592903,251.54468669664,113.0157799101213,214.19868376378986,51.673143948524974
1282,2,1,18580.6,228.80678493918393,101.32406919044595,189.4608131195979,11.452286473041775
1283,3,1,3390.9595,78.85925236087309,60.247844304834665,68.52031689260814,9.79703717369671
1284,7,3,4645.15,47.759818998094794,31.096950582866004,41.20634474817821,3.1171148027512574
1285,9,1,148.6448,216.54692308106306,32.22447068447736,216.54692308106306,0.0
1286,5,1,9290.3,63.698076324553575,27.87606428210069,59.307768453763615,17.620159249539846
1288,9,3,1230.96475,76.70085307560595,137.66844257725495,81.45059627499488,6.841058701315371
1289,7,1,18580.692903,89.87934709573517,134.11485852595172,1.8144487792786597,33.84891137824324
1291,7,2,16722.54,165.73471097937278,280.38671158807216,114.8289301932003,36.4266972132224
1293,7,1,9104.494,18.098373408890158,104.45863328593549,11.174592625136555,34.94199201427339
1294,7,0,929.03,73.97800624199435,28.890347997373606,73.78715346544246,7.665972434689946
1295,9,2,3623.217,146.51701733017924,146.5388355155101,130.59530947525363,9.58413383686376
1296,8,2,6038.695,106.66614871656874,322.1124762883371,100.01767758812129,47.465388854545566
1298,8,1,557.418,24.492247225600895,93.49536613457046,22.61316231266303,30.440754977413718
1301,8,3,12449.002,50.00959538893159,127.63280140849844,50.89010304263747,5.511965670501138
1302,1,2,1393.545,43.94303686497386,71.01385315867087,109.59765383536232,16.063179143838198
1304,5,2,9476.106,0.36794287516412333,59.36573525032329,0.0,18.012376395852897
1305,8,2,2322.575,29.092146145549663,27.42774722021894,8.747429440599335,1.1872619997201384
1306,2,1,28799.93,157.00108067109886,170.35412933295325,137.44251255270413,7.249739370477637
1307,3,1,1021.933,74.11568981528144,157.88804158393947,95.8849511455252,13.67601383652353
1309,5,2,33445.08,243.83326196558656,246.47649220752348,131.11978320482416,29.59776930445375
1311,2,1,46451.5,48.80553448403173,49.892533072129,46.70730852239433,0.8501812958246774
1313,5,2,17651.57,55.42696693313966,180.72250796954606,43.46630063110534,17.053006893267852
1315,8,0,1881.28575,189.2556965272288,128.50041520805652,85.32258269856135,6.478050696976789
1316,5,2,125.41905,207.38984541821998,213.13349128382012,13.249283661453346,45.23683992981928
1317,5,2,10405.136,10.437303466672613,259.2952172850023,14.731378275113366,19.075306893249643
1319,5,0,6410.307,98.77670144362823,62.87187181518764,92.57198601190241,20.700245550486116
1320,9,2,11519.972,35.79575859142714,229.4212173432366,17.83356633661957,23.02403935565121
1321,3,2,190.45115,254.7924961125202,151.97597914215797,250.40068942613368,6.723126633785094
1322,5,1,7896.755,2.0675933951350904,78.51566877787141,12.471918127635972,8.386796557699968
1324,9,0,19045.115,121.9032581656766,56.79456385535083,7.123667405473792,10.989811455535973
1327,4,2,1858.06,56.33737369460621,140.4513309580961,81.08135730977472,9.570714690591263
1329,5,3,11148.36,557.8908994537313,393.327449059772,478.57656019925804,115.31498261789177
1330,9,0,22296.72,33.76640404122221,140.5838168125177,17.331600892463108,10.255865643108045
1332,8,0,15607.704,106.79093504829412,19.98551484574541,98.39649236204122,1.5703668394146892
1333,8,0,32980.565,128.75110028424317,184.80720387901175,134.43201279007803,10.777283677978229
1334,6,1,3251.605,56.24338940523219,129.43976897562897,54.65104182396079,6.0695238846661885
1336,4,1,22296.72,59.71024961971985,314.93219630510674,27.46437175234743,6.074743982253892
1339,5,0,557.418,3.6551198418422084,44.415501472862374,17.600516660746514,7.621492696683639
1342,4,3,20903.175,103.79978132551635,266.8425251187918,126.68545826942558,23.800256067511278
1343,8,3,3762.5715,110.49061349292633,343.59958342319874,101.58469582518232,4.899742438117123
1347,8,3,1230.96475,205.38460991835873,88.4127673030442,139.23247222798216,11.994589593243836
1348,2,0,4552.247,78.70602406108456,435.8355335288265,8.391406123832912,6.844755051516318
1352,3,1,3112.2505,144.9813458431447,72.23036834599272,143.765933588572,11.526123450217135
1355,7,2,37161.2,433.836689332745,437.0213556074616,337.0168470800997,76.18811294037869
1356,4,2,7246.434,111.65190754376567,64.74370704266401,146.34877245828778,9.28517564142584
1357,2,1,20903.175,227.86521828660003,164.42439964263804,166.00312113676512,17.80947679163572
1359,8,0,1045.15875,204.73466093165274,51.32617413383373,203.236720755579,0.0
1360,4,0,12449.002,170.20562305355884,77.94922034714108,93.46682204742196,3.7419103401220437
1361,9,2,19974.145,81.58628633631128,118.00680329495955,81.58628633631128,20.31938313554848
1362,3,2,19045.115,115.44313212080894,231.25730666367724,89.74967806290483,12.589296986707614
1363,9,2,10033.524,221.57294653702928,140.827589588663,136.92886386089276,4.117033800885911
1366,9,2,455.2247,50.28096711580018,45.447885406921024,50.28096711580018,7.468655964845494
1369,7,3,30193.475,28.266953581096583,81.12199738519664,13.520238792156254,30.47690497652225
1370,3,3,4459.344,102.07869850161818,111.37422903458446,90.34368440784117,44.26739457619776
1372,7,3,6596.113,63.98213261325269,190.85725183907553,14.252754726154631,29.386928933449138
1375,4,1,3251.605,369.517473971777,275.06108521791543,331.24525068881366,21.8305833085507
1378,3,2,2276.1235,261.1777595749967,513.3315481343609,148.0900375506865,11.335927439789625
1379,7,3,1393.545,104.19741405982585,179.3562461205056,68.33580931006894,47.553361509674964
1381,5,3,22761.235,219.47246534539977,294.19532815332735,216.78159892558554,131.48885250936516
1382,9,2,19974.145,57.25247295896771,213.02243475252632,37.64849245106612,9.337091524368129
1383,7,2,171.87055,54.30842153585941,16.180782571534216,54.30842153585941,3.4461778995878003
1384,5,2,1370.31925,43.07909944781116,139.22157190742232,40.390104395745745,22.715410281947072
1386,3,2,3344.508,82.09499761190587,125.65076836413608,81.28847375727612,14.114079828482994
1387,4,1,2322.575,72.47004848584008,135.82941347426888,66.42635619775466,19.731464146905918
1390,2,2,39483.775,188.1603736605226,127.35866821244929,174.99371060211442,6.767311007901347
1392,6,0,743.224,106.33141624194052,45.583834752376134,106.33141624194052,20.98473597058222
1394,7,3,7246.434,44.13289473194678,378.65245167485136,463.0260243933775,2.689410454576693
1396,9,2,836.127,52.464709728306836,74.09639923121728,51.566001704286556,10.339348398030445
1397,8,2,1254.1905,21.901276198472246,419.385252878251,18.672844045621463,10.431883077570753
1398,2,0,3623.217,132.60656367697547,142.38672428397194,121.03633148221596,8.823392000258334
1399,5,1,43199.895,102.61273732049582,106.65893979603423,82.96305917671792,58.94950253198533
1400,2,3,4645.15,69.38485814753022,37.6831749243835,69.64763560681571,0.0
1401,1,1,27406.385,14.182219298641542,280.45522968461546,159.82589493751186,7.109903528283648
1402,3,2,23690.265,84.50438891776855,278.788523471561,88.41600796356647,1.9990707226787041
1403,9,1,45057.955,85.20179184203988,159.25454228892545,66.5114495106802,21.353708519794118
1407,9,1,218.32205,308.66132603646776,410.0501987774483,127.16359080541798,23.39498638822785
1410,2,1,1323.86775,328.7898843959301,77.64975013554036,36.02941794072709,14.098477514842404
1411,2,0,1858.06,71.99881563028104,73.98899927881769,77.63480853255548,14.508911986695802
1414,3,3,2322.575,74.41050071580037,235.8197259507228,45.76542325608431,16.229615383356837
1415,2,0,10219.33,249.14104990943636,149.2537181987469,251.9083434741808,8.358634660393587
1416,7,3,23225.75,93.34376492311337,22.72925524471761,66.50366892251058,0.0
1419,6,3,13935.45,21.900876616901503,31.964737414292326,21.794587919084066,1.20789302713583
1420,5,2,24619.295,0.12475515972329836,396.38234969766603,251.35267221851808,143.18890117600853
1422,5,3,7618.046,25.648635778387266,83.43478104490312,8.98866181039075,24.490746871179304
1423,8,0,10219.33,35.62976140441693,62.70234937124058,26.14889521103634,13.927692869884817
1424,8,1,46451.592903,322.8053999422824,301.59512568825636,23.787142175863657,60.628361029146
1425,5,3,27406.385,263.85228737215806,168.69667415093235,67.44492776183361,11.886927940332153
1426,5,1,5945.792,52.97544683029612,89.59613790727963,45.12337322227216,26.470668905673122
1427,3,3,464.515,186.2003852319086,54.960550251337416,185.5833471642466,0.0
1431,2,1,13192.226,145.66483278796164,56.445818923963245,113.23259021669278,9.231445055747226
1432,8,1,4830.956,68.59798416152,148.30149560459668,65.47190546612306,8.461584638734031
1433,3,0,5574.18,64.46065672170616,54.280270820102686,64.46065672170616,8.725284209336621
1434,6,0,1393.545,20.62303578427679,59.8122055620737,21.01020929571704,3.2923418368262243
1435,4,2,19509.63,72.26492794327724,97.96767032486008,54.283396735150795,12.526596827361667
1436,3,0,5574.18,79.38471292979416,119.81600881205844,79.38471292979416,9.259987442816701
1437,5,2,17465.764,115.46728897293013,144.79887624726865,100.46148522160269,29.8341952988143
1439,5,3,7989.658,72.64315925375028,102.31026159067133,12.890944093101357,16.500603583657774
1441,5,3,8732.882,23.43384826887619,81.05674621505248,13.416879716684598,35.78273101686248
1442,4,1,3716.12,178.20712394486725,118.12024369503676,175.61562715251392,44.69803572758685
1443,1,1,21832.204999999998,58.569861211819884,297.1550972519725,44.58421538699367,4.514596085141195
1444,3,0,4645.15,25.700897354660242,108.10393636373422,24.525181159273654,24.882091624382426
1445,8,1,6967.725,89.69483228643496,145.74699776469365,96.46475356403992,3.633500375804154
1448,6,3,1579.3509999999999,60.692110764484916,92.97679869769291,59.789155382179146,49.893016759415744
1449,3,3,594.5792,153.58719463445746,27.87517625910896,132.8240687060698,4.913276024455615
1450,7,1,929.03,27.14557400837433,84.68617805668278,26.62853648644285,57.84952705725327
1451,3,1,46451.592903,167.37356288541574,140.29120623717355,138.51399307808148,7.892147159227421
1452,3,3,44593.44,46.087679220822615,37.15499409778658,45.79346757316772,10.269055778181723
1453,8,2,390.19259999999997,37.37439654160536,18.247398848671146,38.241909162295755,0.6204029650997995
1457,3,3,6317.4039999999995,73.54920449570743,97.07310154614143,62.46503749309053,20.833431563502984
1458,8,3,6781.919,182.19692360171217,132.6628937915655,25.985146777630348,4.515127704120324
1460,3,0,46451.592903,156.17272289907808,186.33505245072007,8.448817853513342,7.401924644198677
1461,2,0,30193.475,0.004843511023491003,418.51631850921433,469.2778339702536,271.9745102043074
1464,4,1,3019.3475,129.74203295910792,38.798449002640474,115.34690465572447,6.001585773416276
1465,2,3,16350.928,121.90034620157341,84.40487292219744,105.23747207296125,14.610740761502957
1466,7,1,10219.33,26.442444275016072,79.17632564952888,133.98257803955838,0.0
1467,1,0,20903.175,192.12310945710402,122.30299942472854,171.5968565353828,4.465681573397344
1470,7,1,46451.5,28.955394610615375,55.52410578775712,28.736547990441647,27.266760789597754
1471,9,1,22761.235,11.916076102504984,122.76477967913428,10.013303856710763,20.232969491110655
1472,1,0,6038.695,133.28662886203065,72.52394764100522,117.09838230428927,11.08712675155808
1474,2,0,13749.644,152.3376673959704,47.8965128115317,136.85263106106603,2.932725528093673
1476,7,0,7246.434,26.005642203047735,46.98849116682771,28.233875668639225,7.507118538580494
1477,4,1,12263.196,192.77870236665873,235.17368555472814,180.24854604044492,44.32277318832709
1479,5,3,46451.5,27.95911157110104,156.56142428123957,1.0526240409889887,17.2343716552318
1481,8,3,6224.501,20.318346204619456,178.80228471326456,35.7393070501555,11.18476841629554
1482,9,0,836.127,126.85838595691804,133.01089427802236,93.07376415066133,0.0
1483,8,2,92.995903,143.7529314060212,379.3392919685935,140.4470709424694,23.976154820497847
1484,6,2,32516.05,296.5112080486099,214.1629133920018,249.15425740500464,49.712754396674875
1485,8,2,274.06385,86.60689941413288,69.96909661744881,86.60689941413288,3.615482490667777
1486,4,1,7153.531,265.28388453324663,90.49852443499582,271.8102014388419,11.175979708901801
1488,5,3,3948.3775,221.98287777903712,244.2990823445833,216.05840677620114,25.9364562575387
1492,4,3,32516.05,106.83820359527066,39.404324941067564,97.53554805119319,5.883240759009782
1495,9,3,1858.06,40.3746682852007,152.985910035198,23.969373709675686,27.74368452794851
1496,8,0,1486.448,111.82474275050322,71.8585513923124,103.00825141881855,6.97716741386177
1498,5,2,14864.48,13.339366960633672,254.15641852254504,15.297540107491148,20.334831004313642
1499,3,3,1184.51325,367.5655612970138,229.09241412031483,318.37125559380615,10.539551548283653
1501,5,3,27870.9,7.169376664693282,288.2980815115407,45.15205502969047,22.37853432350588
1502,6,2,743.224,68.32884292084216,10.781406413140587,68.41717147858519,1.192435529530801
1503,8,1,9847.718,145.83830555180398,71.73814278597335,123.42892190414064,6.614731652246744
1504,3,3,1858.06,218.55135042356008,132.00596320893837,216.46048727812882,17.79678481911241
1507,9,3,11148.36,94.133452723719,182.61403471003806,60.58939479600587,12.567024417672195
1510,5,1,919.7397,73.99683500994901,64.30841247800872,15.371781941129651,32.15707572262022
1511,5,3,3994.829,48.30985207827419,324.2038645458917,48.30985207827419,20.42531871476852
1512,2,0,32516.05,87.26393724179292,182.79806434053336,138.03464243227577,15.061289944842626
1513,2,2,35303.14,163.66054779778796,210.16428000455483,227.7964863823728,0.0
1514,3,3,12449.002,99.88281355637987,80.56838612444595,92.0325659035158,17.605044519472322
1515,7,2,12077.39,3.061603701461989,133.74975884690318,2.114595378802871,69.21801909096254
1516,3,0,23690.265,1.0833485236235223,79.83684437468303,78.8818061214596,1.322070677512472
1517,5,1,5481.277,174.51921150217368,75.91059528646335,140.64157380752698,15.883634775254015
1519,5,3,19509.63,30.372330388890003,297.4732478268424,10.668903048135716,49.633378869614646
1520,6,0,464.515,110.96338158294137,110.05672583231973,120.43788123741969,0.0
1521,2,0,7246.434,291.1118774424773,52.57372108819317,277.00345296044924,7.5724347568749
1523,2,2,12820.614,84.30825966361675,103.53256092102922,70.49135529374803,14.01399775104375
1524,8,2,23225.75,65.24026770601596,56.91613833783624,63.92162328583577,2.0645917086854033
1525,3,1,2787.09,249.3634008026293,233.12379578700364,195.6672087141068,13.885564736337901
1526,5,1,32516.05,16.034661638052594,138.94236846111383,22.816176789954504,12.432767263182336
1527,3,2,185.806,202.46325000807292,104.15702399276664,203.5326564750331,0.0
1528,8,1,325.1605,387.2206800918316,363.56814557733793,2.969822426155699,67.36404495626006
1531,4,2,882.5785,143.2476686753643,497.6769771754014,73.80647948822683,12.39721193525562
1532,5,2,283.35415,70.13432285710303,19.177414553483686,69.68544002267127,1.552472660096914
1533,5,2,30193.475,15.238598084784877,138.66048873142293,8.457799129116475,18.300890943125957
1534,2,0,9661.912,30.70582153760043,4.8346538449118555,30.526919809039867,0.2556735622307469
1539,3,0,1045.15875,227.76233654743837,54.014760915506855,219.8705304232491,20.84946534103073
1540,9,1,7246.434,149.26005583767136,256.1538544337808,18.360126079944976,9.134928117609295
1541,7,1,1254.1905,115.78635450914356,135.85894646786116,17.11517694002626,8.769530273909746
